series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32V208,V_DD,Standard operating voltage,,2.4,,3.6,V,#,confirmed,CH32V208DS0.PDF:zh(p.23)+CH32V208DS0.PDF:en(p.27),CH32V208DS0.PDF
CH32V208,V_DD,USB operating voltage,,3.0,,3.6,V,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_DD,Standard operating voltage,Use USB or ETH,3.0,,3.6,V,#,confirmed,CH32V208DS0.PDF:zh(p.23)+CH32V208DS0.PDF:en(p.27),CH32V208DS0.PDF
CH32V208,V_DDA,Analog operating voltage (ADC is used),,,,,V,#,confirmed,CH32V208DS0.PDF:zh(p.23)+CH32V208DS0.PDF:en(p.27),CH32V208DS0.PDF
CH32V208,V_DDA,Supply voltage,,2.4,,3.6,V,#,confirmed,CH32V208DS0.PDF:zh(p.36)+CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_DDA,Analog operating voltage (ADC is not used),"V must be the same as DDA V , V cannot be I/O REF+ higher than V , V is DDA REF- equal to V SS.",2.4,,3.6,V,#,confirmed,CH32V208DS0.PDF:zh(p.23)+CH32V208DS0.PDF:en(p.27),CH32V208DS0.PDF
CH32V208,V_HSDSC,High-speed disconnection detection threshold,,500,,625,mV,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_HSEH,OSC_IN input pin high level voltage,,0.8VIO,,VIO,V,#,confirmed,CH32V208DS0.PDF:zh(p.26)+CH32V208DS0.PDF:en(p.31),CH32V208DS0.PDF
CH32V208,V_HSEL,OSC_IN input pin low-level voltage,,0,,0.2VIO,V,#,confirmed,CH32V208DS0.PDF:zh(p.26)+CH32V208DS0.PDF:en(p.31),CH32V208DS0.PDF
CH32V208,V_HSOH,High-speed data high level,,360,,440,mV,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_HSOI,High-speed idle level,,-10,,10,mV,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_HSOL,High-speed data low level,,-10,,10,mV,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_HSSQ,High-speed suppression information detection threshold,,100,,150,mV,#,reference,CH32V208DS0.PDF:en(p.41),CH32V208DS0.PDF
CH32V208,V_IO,Output voltage on most I/O pins,V cannot be more than V I/O DD,2.4,,3.6,V,#,confirmed,CH32V208DS0.PDF:zh(p.23)+CH32V208DS0.PDF:en(p.27),CH32V208DS0.PDF
