family,type,register,offset,width_bits,count,field,define,kind,of_field,bits,mask,value,description,access,reset,#,confidence,basis
CH32H417,ADC,RSQR1,0x02c,32,1,SQ15_3,ADC_SQ15_3,value,SQ15,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ15_4,ADC_SQ15_4,value,SQ15,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ15,ADC_SQ15,field,,14:10,0x7c00,,SQ15[4:0] bits (15th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16_0,ADC_SQ16_0,value,SQ16,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16_1,ADC_SQ16_1,value,SQ16,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16_2,ADC_SQ16_2,value,SQ16,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16_3,ADC_SQ16_3,value,SQ16,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16_4,ADC_SQ16_4,value,SQ16,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,SQ16,ADC_SQ16,field,,19:15,0xf8000,,SQ16[4:0] bits (16th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR1,0x02c,32,1,L_0,ADC_L_0,value,L,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,L_1,ADC_L_1,value,L,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,L_2,ADC_L_2,value,L,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,L_3,ADC_L_3,value,L,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR1,0x02c,32,1,L,ADC_L,field,,23:20,0xf00000,,L[3:0] bits (Regular channel sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7_0,ADC_SQ7_0,value,SQ7,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7_1,ADC_SQ7_1,value,SQ7,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7_2,ADC_SQ7_2,value,SQ7,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7_3,ADC_SQ7_3,value,SQ7,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7_4,ADC_SQ7_4,value,SQ7,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ7,ADC_SQ7,field,,4:0,0x1f,,SQ7[4:0] bits (7th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8_0,ADC_SQ8_0,value,SQ8,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8_1,ADC_SQ8_1,value,SQ8,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8_2,ADC_SQ8_2,value,SQ8,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8_3,ADC_SQ8_3,value,SQ8,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8_4,ADC_SQ8_4,value,SQ8,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ8,ADC_SQ8,field,,9:5,0x3e0,,SQ8[4:0] bits (8th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9_0,ADC_SQ9_0,value,SQ9,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9_1,ADC_SQ9_1,value,SQ9,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9_2,ADC_SQ9_2,value,SQ9,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9_3,ADC_SQ9_3,value,SQ9,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9_4,ADC_SQ9_4,value,SQ9,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ9,ADC_SQ9,field,,14:10,0x7c00,,SQ9[4:0] bits (9th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10_0,ADC_SQ10_0,value,SQ10,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10_1,ADC_SQ10_1,value,SQ10,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10_2,ADC_SQ10_2,value,SQ10,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10_3,ADC_SQ10_3,value,SQ10,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10_4,ADC_SQ10_4,value,SQ10,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ10,ADC_SQ10,field,,19:15,0xf8000,,SQ10[4:0] bits (10th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11_0,ADC_SQ11_0,value,SQ11,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11_1,ADC_SQ11_1,value,SQ11,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11_2,ADC_SQ11_2,value,SQ11,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11_3,ADC_SQ11_3,value,SQ11,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11_4,ADC_SQ11_4,value,SQ11,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ11,ADC_SQ11,field,,24:20,0x1f00000,,SQ11[4:0] bits (11th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12_0,ADC_SQ12_0,value,SQ12,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12_1,ADC_SQ12_1,value,SQ12,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12_2,ADC_SQ12_2,value,SQ12,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12_3,ADC_SQ12_3,value,SQ12,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12_4,ADC_SQ12_4,value,SQ12,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR2,0x030,32,1,SQ12,ADC_SQ12,field,,29:25,0x3e000000,,SQ12[4:0] bits (12th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1_0,ADC_SQ1_0,value,SQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1_1,ADC_SQ1_1,value,SQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1_2,ADC_SQ1_2,value,SQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1_3,ADC_SQ1_3,value,SQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1_4,ADC_SQ1_4,value,SQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ1,ADC_SQ1,field,,4:0,0x1f,,SQ1[4:0] bits (1st conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2_0,ADC_SQ2_0,value,SQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2_1,ADC_SQ2_1,value,SQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2_2,ADC_SQ2_2,value,SQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2_3,ADC_SQ2_3,value,SQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2_4,ADC_SQ2_4,value,SQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ2,ADC_SQ2,field,,9:5,0x3e0,,SQ2[4:0] bits (2nd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3_0,ADC_SQ3_0,value,SQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3_1,ADC_SQ3_1,value,SQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3_2,ADC_SQ3_2,value,SQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3_3,ADC_SQ3_3,value,SQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3_4,ADC_SQ3_4,value,SQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ3,ADC_SQ3,field,,14:10,0x7c00,,SQ3[4:0] bits (3rd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4_0,ADC_SQ4_0,value,SQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4_1,ADC_SQ4_1,value,SQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4_2,ADC_SQ4_2,value,SQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4_3,ADC_SQ4_3,value,SQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4_4,ADC_SQ4_4,value,SQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ4,ADC_SQ4,field,,19:15,0xf8000,,SQ4[4:0] bits (4th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5_0,ADC_SQ5_0,value,SQ5,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5_1,ADC_SQ5_1,value,SQ5,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5_2,ADC_SQ5_2,value,SQ5,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5_3,ADC_SQ5_3,value,SQ5,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5_4,ADC_SQ5_4,value,SQ5,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ5,ADC_SQ5,field,,24:20,0x1f00000,,SQ5[4:0] bits (5th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6_0,ADC_SQ6_0,value,SQ6,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6_1,ADC_SQ6_1,value,SQ6,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6_2,ADC_SQ6_2,value,SQ6,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6_3,ADC_SQ6_3,value,SQ6,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6_4,ADC_SQ6_4,value,SQ6,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RSQR3,0x034,32,1,SQ6,ADC_SQ6,field,,29:25,0x3e000000,,SQ6[4:0] bits (6th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1_0,ADC_JSQ1_0,value,JSQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1_1,ADC_JSQ1_1,value,JSQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1_2,ADC_JSQ1_2,value,JSQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1_3,ADC_JSQ1_3,value,JSQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1_4,ADC_JSQ1_4,value,JSQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ1,ADC_JSQ1,field,,4:0,0x1f,,JSQ1[4:0] bits (1st conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2_0,ADC_JSQ2_0,value,JSQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2_1,ADC_JSQ2_1,value,JSQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2_2,ADC_JSQ2_2,value,JSQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2_3,ADC_JSQ2_3,value,JSQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2_4,ADC_JSQ2_4,value,JSQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ2,ADC_JSQ2,field,,9:5,0x3e0,,JSQ2[4:0] bits (2nd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3_0,ADC_JSQ3_0,value,JSQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3_1,ADC_JSQ3_1,value,JSQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3_2,ADC_JSQ3_2,value,JSQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3_3,ADC_JSQ3_3,value,JSQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3_4,ADC_JSQ3_4,value,JSQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ3,ADC_JSQ3,field,,14:10,0x7c00,,JSQ3[4:0] bits (3rd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4_0,ADC_JSQ4_0,value,JSQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4_1,ADC_JSQ4_1,value,JSQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4_2,ADC_JSQ4_2,value,JSQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4_3,ADC_JSQ4_3,value,JSQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4_4,ADC_JSQ4_4,value,JSQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JSQ4,ADC_JSQ4,field,,19:15,0xf8000,,JSQ4[4:0] bits (4th conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,ISQR,0x038,32,1,JL_0,ADC_JL_0,value,JL,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JL_1,ADC_JL_1,value,JL,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,ISQR,0x038,32,1,JL,ADC_JL,field,,21:20,0x300000,,JL[1:0] bits (Injected Sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,IDATAR1,0x03c,32,1,JDATA,ADC_IDATAR1_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,IDATAR2,0x040,32,1,JDATA,ADC_IDATAR2_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,IDATAR3,0x044,32,1,JDATA,ADC_IDATAR3_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,IDATAR4,0x048,32,1,JDATA,ADC_IDATAR4_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,RDATAR,0x04c,32,1,DATA,ADC_RDATAR_DATA,field,,15:0,0xffff,,Regular data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,RDATAR,0x04c,32,1,ADC2DATA,ADC_RDATAR_ADC2DATA,field,,31:16,0xffff0000,,ADC2 data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_0,ADC_SMP_SEL_0,field,,0,0x1,,channel_0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_1,ADC_SMP_SEL_1,field,,1,0x2,,channel_1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_2,ADC_SMP_SEL_2,field,,2,0x4,,channel_2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_3,ADC_SMP_SEL_3,field,,3,0x8,,channel_3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_4,ADC_SMP_SEL_4,field,,4,0x10,,channel_4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_5,ADC_SMP_SEL_5,field,,5,0x20,,channel_5,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_6,ADC_SMP_SEL_6,field,,6,0x40,,channel_6,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_7,ADC_SMP_SEL_7,field,,7,0x80,,channel_7,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_8,ADC_SMP_SEL_8,field,,8,0x100,,channel_8,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_9,ADC_SMP_SEL_9,field,,9,0x200,,channel_9,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_10,ADC_SMP_SEL_10,field,,10,0x400,,channel_10,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_11,ADC_SMP_SEL_11,field,,11,0x800,,channel_11,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_12,ADC_SMP_SEL_12,field,,12,0x1000,,channel_12,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_13,ADC_SMP_SEL_13,field,,13,0x2000,,channel_13,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_14,ADC_SMP_SEL_14,field,,14,0x4000,,channel_14,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_15,ADC_SMP_SEL_15,field,,15,0x8000,,channel_15,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_16,ADC_SMP_SEL_16,field,,16,0x10000,,channel_16,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,SMP_SEL_17,ADC_SMP_SEL_17,field,,17,0x20000,,channel_17,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,AUX,0x054,32,1,TO_DFSDM,ADC_TO_DFSDM,field,,31,0x80000000,,,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,DRV,0x058,32,1,TKEY_OUTEN,ADC_DRV_TKEY_OUTEN,field,,15:0,0xffff,,Touchkey enables multi-channel shielding of each channel,,,#,reference,evt(ch32h417.h)
CH32H417,ADC,DRV,0x058,32,1,TKEY_EN,ADC_DRV_TKEY_EN,field,,16,0x10000,,Touchkey Multi Channel Shielding Enable,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,PD0_1_REMAP,AFIO_PCFR1_PD0_1_REMAP,field,,0,0x1,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,ADC1_ETRGINJ_REMAP,AFIO_PCFR1_ADC1_ETRGINJ_REMAP,field,,1,0x2,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,ADC1_ETRGREG_REMAP,AFIO_PCFR1_ADC1_ETRGREG_REMAP,field,,2,0x4,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,ADC2_ETRGINJ_REMAP,AFIO_PCFR1_ADC2_ETRGINJ_REMAP,field,,3,0x8,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,ADC2_ETRGREG_REMAP,AFIO_PCFR1_ADC2_ETRGREG_REMAP,field,,4,0x10,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_CLK_REMAP_0,AFIO_PCFR1_UHSIF_CLK_REMAP_0,value,UHSIF_CLK_REMAP,6,0x40,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_CLK_REMAP_1,AFIO_PCFR1_UHSIF_CLK_REMAP_1,value,UHSIF_CLK_REMAP,7,0x80,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_CLK_REMAP,AFIO_PCFR1_UHSIF_CLK_REMAP,field,,7:6,0xc0,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_PORT_REMAP_0,AFIO_PCFR1_UHSIF_PORT_REMAP_0,value,UHSIF_PORT_REMAP,8,0x100,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_PORT_REMAP_1,AFIO_PCFR1_UHSIF_PORT_REMAP_1,value,UHSIF_PORT_REMAP,9,0x200,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,UHSIF_PORT_REMAP,AFIO_PCFR1_UHSIF_PORT_REMAP,field,,9:8,0x300,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,SDMMC_REMAP_0,AFIO_PCFR1_SDMMC_REMAP_0,value,SDMMC_REMAP,10,0x400,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,SDMMC_REMAP_1,AFIO_PCFR1_SDMMC_REMAP_1,value,SDMMC_REMAP,11,0x800,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,SDMMC_REMAP,AFIO_PCFR1_SDMMC_REMAP,field,,11:10,0xc00,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,TIM2ITR1_REMAP,AFIO_PCFR1_TIM2ITR1_REMAP,field,,12,0x1000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,PCFR1,0x000,32,1,VIO18_IO_HSLV,AFIO_PCFR1_VIO18_IO_HSLV,field,,16,0x10000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
