part_number,series,family,capability,qualifier,stated,count,value,attribute,#,confidence,basis
CH32L103F8P6,CH32L103,CH32L103,usb-pd,,text,,DRP Source Sink,communication_interface_pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32L103F8P6,CH32L103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32L103F8P6,CH32L103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,adc-channel,,text,,10+3,adc,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,clock,,text,,Max: 96MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,cmp,,count,3,3,cmp,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,i2c,,count,2,2,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,spi,,count,2,2,communication_interface_spi,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,systick,64bit,marker,,√,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,timer-lptim,,marker,,√,timer_low_power_timer_lptim,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,tkey-channel,,count,10,10,tkey,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,usart,,count,4,4,communication_interface_usart,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,usb,host-device,text,,Host Device,communication_interface_pdusb_usb_host_device,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,usb-pd,,text,,DRP Source Sink Built-in Rd(1),communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=DRP/Source/Sink, built-in Rd(1))"
CH32L103F8U6,CH32L103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32L103F8U6,CH32L103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,adc-channel,,text,,10+3,adc,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,clock,,text,,Max: 96MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,cmp,,count,3,3,cmp,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,i2c,,count,2,2,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,spi,,count,2,2,communication_interface_spi,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,systick,64bit,marker,,√,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,timer-lptim,,marker,,√,timer_low_power_timer_lptim,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,tkey-channel,,count,10,10,tkey,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,usart,,count,4,4,communication_interface_usart,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,usb,host-device,text,,Host Device,communication_interface_pdusb_usb_host_device,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,usb-pd,,text,,DRP Source Sink,communication_interface_pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32L103G8R6,CH32L103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,adc-channel,,text,,10+3,adc,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,can-fd,,marker,,√,communication_interface_can_fd,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,clock,,text,,Max: 96MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,cmp,,count,3,3,cmp,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,i2c,,text,,I2C1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,spi,,text,,SPI1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,systick,64bit,marker,,√,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,timer-lptim,,marker,,√,timer_low_power_timer_lptim,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,tkey-channel,,count,10,10,tkey,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,usart,,count,4,4,communication_interface_usart,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,usb,host-device,text,,Host Device,communication_interface_pdusb_usb_host_device,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,usb-pd,,text,,DRP Source Sink Built-in Rd(1),communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=DRP/Source/Sink, built-in Rd(1))"
CH32L103K8U6,CH32L103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32L103K8U6,CH32L103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,adc-channel,,text,,10+3,adc,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,clock,,text,,Max: 96MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,cmp,,count,3,3,cmp,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,i2c,,text,,I2C1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,spi,,text,,SPI1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,systick,64bit,marker,,√,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,timer-lptim,,marker,,√,timer_low_power_timer_lptim,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,tkey-channel,,count,10,10,tkey,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,usart,,count,4,4,communication_interface_usart,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,usb,host-device,text,,Host Device,communication_interface_pdusb_usb_host_device,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,usb-pd,,text,,DRP Source Sink Built-in Rd(1),communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=DRP/Source/Sink, built-in Rd(1))"
CH32L103K8U7,CH32L103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32L103K8U7,CH32L103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,adc-channel,,text,,7+2,adc,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,gate-driver,3-phase-voltage,text,,24V,three_phase_pre_drive_voltage,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,gate-driver,structure,text,,P+N,structure,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,tkey-channel,,count,7,7,touch_key_button,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32M007E8R6,CH32M007,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,adc-channel,,text,,7+2,adc,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,gate-driver,3-phase-voltage,text,,24V,three_phase_pre_drive_voltage,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,gate-driver,structure,text,,P+N,structure,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,tkey-channel,,count,7,7,touch_key_button,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32M007E8U7,CH32M007,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,adc-channel,,text,,7+2,adc,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,gate-driver,3-phase-voltage,text,,48V,three_phase_pre_drive_voltage,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,gate-driver,structure,text,,N+N,structure,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,tkey-channel,,count,7,7,touch_key_button,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32M007G8R6,CH32M007,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,adc-channel,,text,,7+2,adc,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,cmp,,count,2,2,cmp,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,gate-driver,3-phase-voltage,text,,48V,three_phase_pre_drive_voltage,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,gate-driver,structure,text,,N+N,structure,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,tkey-channel,,count,7,7,touch_key_button,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32M007K8U7,CH32M007,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,adc-channel,,count,20,20,adc,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,cmp,cmp1,count,1,1,cmp1,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,cmp,cmp2,count,1,1,cmp2,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,cmp,cmp3,count,1,1,cmp3,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,current-sense,,text,,Differential *2,current_sampling_isp_isn,#,conflict,products:en+!products:zh(=2 differential)
CH32M030C8T7,CH32M030,CH32M030,gate-driver,half-bridge,count,4,4,half_bridge_gate_driver,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,isink,,count,2,2,programmable_current_injection_module_isink,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,isource,,count,2,2,source_current_module_isource,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,opa,opa1,count,1,1,opa1,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,opa,opa2,count,1,1,opa2,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,opa,opa3,count,1,1,opa3,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,opa,opa4,count,1,1,opa4,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,pre-drive-io,,count,8,8,pre_drive_i_o_mv_i_0,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,qii,,count,2,2,signal_decoding_qii,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,systick,32bit,marker,,√,timer_system_time_base_32_bit,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,timer-general,tim2-16bit,count,1,1,timer_general_purpose_tim2_16_bit,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,timer-streamlined,tim3-16bit,count,1,1,timer_streamlined_tim3_16_bit,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,usart,uart,count,1,1,communication_interface_uart,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,usb-fs,,text,,Host Device,communication_interface_pdusb_usbfs,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,usb-pd,,text,,"(CC1, CC2) (CC3, CC4)",communication_interface_pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32M030C8T7,CH32M030,CH32M030,watchdog,wwdg,count,1,1,timer_wwdg,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,adc-channel,,count,20,20,adc,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,cmp,cmp1,count,1,1,cmp1,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,cmp,cmp2,count,1,1,cmp2,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,cmp,cmp3,count,1,1,cmp3,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,current-sense,,text,,Differential*2,current_sampling_isp_isn,#,conflict,products:en+!products:zh(=2 differential)
CH32M030C8U3,CH32M030,CH32M030,gate-driver,half-bridge,count,4,4,half_bridge_gate_driver,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,hv-io,,count,2,2,high_voltage_i_o_hv_i_0,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,isink,,count,2,2,programmable_current_injection_module_isink,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,isource,,count,2,2,source_current_module_isource,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,opa,opa1,count,1,1,opa1,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,opa,opa2,count,1,1,opa2,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,opa,opa3,count,1,1,opa3,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,opa,opa4,count,1,1,opa4,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,pre-drive-io,,count,8,8,pre_drive_i_o_mv_i_0,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,qii,,count,2,2,signal_decoding_qii,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,systick,32bit,marker,,√,timer_system_time_base_32_bit,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,timer-general,tim2-16bit,count,1,1,timer_general_purpose_tim2_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,timer-streamlined,tim3-16bit,count,1,1,timer_streamlined_tim3_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,usart,uart,count,1,1,communication_interface_uart,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,usb-fs,,text,,Host Device,communication_interface_pdusb_usbfs,#,confirmed,products:zh+products:en
CH32M030C8U3,CH32M030,CH32M030,usb-pd,,text,,"(CC1R, CC2R) (CC3, CC4) Built-in Rd(1)",communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=(CC1R,CC2R)(CC3,CC4), built-in Rd(1))"
CH32M030C8U3,CH32M030,CH32M030,watchdog,wwdg,count,1,1,timer_wwdg,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,adc-channel,,count,20,20,adc,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,cmp,cmp1,count,1,1,cmp1,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,cmp,cmp2,count,1,1,cmp2,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,cmp,cmp3,count,1,1,cmp3,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,current-sense,,text,,Differential *2,current_sampling_isp_isn,#,conflict,products:en+!products:zh(=2 differential)
CH32M030C8U7,CH32M030,CH32M030,gate-driver,half-bridge,count,4,4,half_bridge_gate_driver,#,confirmed,products:zh+products:en
